index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
1272,Eye cream,PHILOSOPHY,Time In A Bottle For Eyes 100% In-Control,65,3.9,"Water, Propanediol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Methyl Methacrylate Crosspolymer, Benzophenone-4, Polyethylene, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Ptfe, Xanthan Gum, Phenoxyethanol, 3-O-Ethyl Ascorbic Acid, Propylene Glycol, Sodium Citrate, Bifida Ferment Lysate, Citric Acid, Caffeine, Caprylyl Glycol, 1,2-Hexanediol, Sodium Hydroxide, Polysorbate 60, Plantago Lanceolata Leaf Extract, Carnosine, Oryza Sativa (Rice) Extract, Caprylic/Capric Triglyceride, Disodium Edta, Adenosine, Ginkgo Biloba Leaf Extract, Physalis Pubescens Fruit Juice, Peg-8, Lecithin, Alcohol, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Glucose, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Lactic Acid, Silica, Hydrolyzed Soy Flour, Sodium Carbonate, Sodium Phosphate, Saccharomyces/Grape Ferment Extract, Bht, Sodium Chloride, Ascorbyl Palmitate, Potassium Sorbate, Sodium Benzoate, Bacillus Ferment, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Punica Granatum Fruit Extract, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Hydrolyzed Vegetable Protein, Maltodextrin, Trisodium Edta, Acetic Acid, Magnesium Aluminum Silicate, Potassium Chloride, Potassium Phosphate, Ascorbic Acid, Sclerotium Gum, Plankton Extract, Micrococcus Lysate, Sorbic Acid, Retinyl Palmitate, Titanium Dioxide (Ci 77891), Mica, Fd & C Red 40 (Ci 16035).",1,1,1,1,1,High
1273,Eye cream,KLORANE,Smoothing and Relaxing Patches with Soothing Cornflower,24,4.0,"Water, Glycerin, Sodium Polyacrylate, Sorbitol, Cellulose Gum, Butylene Glycol, Mineral Oil (Paraffinum Liquidum), Alcohol, Arnica Chamissonis Flower Extract, Blue 1 (CI 42090), Carbomer, Centaurea Cyanus Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Methylparaben, Polysorbate 80, Polyvinyl Alcohol, Propylene Glycol, Polyparaben, Ricinus Communis (Castor) Seed Oil, Tetrasodium EDTA, Titanium Dioxide.",0,0,0,0,0,High
1274,Eye cream,DR. BRANDT SKINCARE,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,82,4.2,"Water, Shea Butter, Lecithin, Methylsilanol Hydroxyproline Aspartate, Cyclopentasiloxane, Cetyl Palmitate, Siloxanetriol Alginate, C12-16 Alcohols, Glycerin, Cetyl Alcohol, Cetyl Lactate, Octyldodecyl Stearate, Glyceryl Stearate Citrate, Acetyl Hexapeptide-8, Jojoba Seed Oil, Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone, Palmitic Acid, Butylene Glycol, Phenoxyethanol, Polyglyceryl-3-Stearate, Propylene Glycol, Betaine, Tocopheryl Acetate, Acetyl Citrull Amido Arginine, Palmitoyl Oligopeptide, Camellia Oleifera Leaf Extract, Lavender Oil, Xanthan Gum, Glyceryl Polymethacrylate, Caffeine, Sodium Acrylates Copolymer, Tetrasodium Edta, Bht, Ascorbic Acid Polypeptide, Retinyl Palmitate, Sodium Pca, Hydrogenated Polyisobutene, Phospholipids, Ethylhexylglycerin, Disodium Edta, Ceramide 3, Polyglyceryl-10 Stearate, Sunflower Seed Oil, Grape Fruit Extract, Sorbic Acid.",1,1,1,1,0,High
1292,Eye cream,KENZOKI,Ice-Cold Eye Cream,46,3.9,"Water, Ethylene/Acrylic Acid Copolymer, Propylene Glycol Dicaprylate/Dicaprate, Glycerin, Butylene Glycol, Squalane, Caprylic/Capric Triglyceride, Steareth-21, Zingiber Officinale (Ginger) Water, Phenoxyethanol, Stearalkonium Hectorite, Cetyl Alcohol, Stearyl Alcohol, Steareth-2, Glyceryl Hydroxystearate, Mangifera Indica (Mango) Seed Butter, Sodium Polyacrylate, Caprylyl Glycol, Palmitic Acid, Stearic Acid, Dimethicone, Propylene Carbonate, Tetrasodium Edta, Glyceryl Acrylate/Acrylic Acid Copolymer, Avena Sativa (Oat) Kernel Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Saccharomyces Cerevisiae Extract, Fragrance, Tromethamine, Sodium Hyaluronate, Cyathea Medullaris Leaf Extract, Xanthan Gum, Benzyl Benzoate, Ethylhexylglycerin, Limonene, Linalool, Geraniol, Citral, BHT.",0,0,0,0,0,High
1327,Sun protect,AMOREPACIFIC,MOISTURE BOUND Tinted Treatment Moisturizer SPF 15,70,4.2,"Phyllostachis Bambusoides Juice, Methyl Trimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Ethylhexyl Methoxycinnamate, Glycerin, C12-15 Alkyl Benzoate, Bis- Hydroxyethoxypropyl Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Alcohol, Disteardimonium Hectorite, Polymethyl Methacrylate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Trihydroxystearin, Peg-10 Dimethicone, Panax Ginseng Root Extract, Sodium Chloride, Sorbitan Isostearate, Aluminum Stearate, Phenoxyethanol, Polyhydroxystearic Acid, Alumina, Laminaria Ochroleuca Extract, Talc, Aluminum Hydroxide, Triethoxycaprylylsilane, Disodium Edta, Ethylhexylglycerin, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Water, Tricholoma Matsutake Extract, Kaempferol, Acrylates/Tridecyl Acrylate/Triethoxysilylpropyl Methacrylate/Dimethicone Methacrylate Copolymer, Propylene Glycol, Zinc Gluconate, Magnesium Aspartate, Hydrogenated Lecithin, Peg-5 Rapeseed Sterol, Hydrolyzed Ginseng Saponins, Copper Gluconate, Calcium Gluconate, Fragrance, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",1,1,1,0,1,High
1328,Sun protect,PETER THOMAS ROTH,Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,42,4.1,"Water, Propylene Glycol, Glyceryl Stearate, Peg-100 Stearate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Palmitic Acid, Phenoxyethanol, Stearic Acid, Triethanolamine, Bentonite, Carbomer, Dimethicone, Allantoin, Peg-8 Dimethicone, Aloe Barbadensis Leaf Juice, Cetyl Alcohol, Panthenol, Aluminum Starch Octenylsuccinate, Tetrasodium Edta, Myristic Acid, Potassium Sorbate, Sodium Benzoate, Arachidic Acid, Lauric Acid, Ascorbic Acid, Octyldodecanol, Retinyl Palmitate, Silica, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Tocopheryl Acetate, Ceramide Np, Butylene Glycol, Ginkgo Biloba Leaf Extract, Butyl Acetate.",0,0,0,0,0,High
1335,Sun protect,MURAD,Perfecting Day Cream Broad Spectrum SPF 30 PA+++,54,4.2,"Water, Butylene Glycol, Pentylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Stearic Acid, Sorbitan Stearate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Lemon Peel Extract, Calendula Officinalis Flower Extract, Glycolipids, Sodium Hyaluronate, Lecithin, Tocopherol, Hydrogen Peroxide, Dipotassium Glycyrrhizate, Punica Granatum Extract , Magnesium Ascorbyl Phosphate, Hydrolyzed Soy Flour, Oat Kernel Protein, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Grape Seed Extract, Camellia Sinensis Leaf Extract, Evening Primrose Oil, Borago Officinalis Seed Oil, Sodium PCA, Dimethicone, Propylene Glycol, Carbomer, Sclerotium Gum, Aminomethyl Propanol, Chlorphenesin, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Linalool, Lavender Oil.",0,0,0,0,0,High
1337,Sun protect,ESTÉE LAUDER,Advanced Time Zone SPF 15- Normal/Combination Skin,75,3.8,"Adv Timezone Age Rvr N/C Lwcrspf15 Division: El (Estee Lauder)Active Ingredients: Avobenzone 3.00% , Octinoxate 7.50% , Octisalate 5.00%Ingredients: Water , Butylene Glycol , Glycerin , Octyldodecyl Myristate , Neopentyl Glycol Diheptanoate , Dimethicone , Glyceryl Stearate , Citrullus Vulgaris (Watermelon) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Pyrus Malus (Apple) Fruit Extract , Lens Esculenta (Lentil) Fruit Extract , Centaurium Erythraea (Centaury) Extract , Laminaria Digitata Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Tamarindus Indica Seed Extract , Salicornia Herbacea Extract , Polygonum Cuspidatum Root Extract , Vitis Vinifera (Grape) Seed Extract , Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Yeast Extract/Faex/Extrait De Levure , Limonium Vulgare Flower/Leaf/Stem Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Thermus Thermophillus Ferment , Cetyl Alcohol , Pentaerythrityl Tetraethylhexanoate , Hydrogenated Lecithin , Polyethylene , Caprylic/Capric/Myristic/Stearic Triglyceride , Punica Granatum (Pomegranate) Fruit Juice , Cholesterol , Sucrose , Linoleic Acid , Caffeine , Acetyl Glucosamine , Linolenic Acid , Adenosine Phosphate , Lactoperoxidase , Phospholipids , Acetyl Hexapeptide-8 , Glucose Oxidase , Peg-100 Stearate , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Tocopheryl Acetate , Triolein , Behenyl Alcohol , Phytantriol , Trehalose , Pvp/Hexadecene Copolymer , Pentylene Glycol , Hdi/Ppg/Polycaprolactone Crosspolymer , Caprylic/Capric Triglyceride , Polysilicone-11 , Isohexadecane , Caprylyl Glycol , Propylene Glycol Dicaprate , Sodium Pca , Helianthus Annuus (Sunflower) Seedcake , Polysorbate 80 , Glucose , Sodium Hyaluronate , Sodium Lactate , Phytosteryl Canola Glycerides , Oleic Acid , Palmitic Acid , Stearic Acid , Potassium Sulfate , Decarboxy Carnosine Hcl , Nordihydroguaiaretic Acid , Cyclodextrin , Carbomer , Hexylene Glycol , Potassium Hydroxide , Fragrance , Silica , Ethylbisiminomethylguaiacol Manganese Chloride , Disodium Edta , Bht , Phenoxyethanol",0,0,0,0,0,High
1354,Sun protect,KIEHL'S SINCE 1851,Ultra Facial Moisturizer SPF 30,31,3.7,"Water, Propylene Glycol, Dicaprylyl Ether, Glycerin, Peg-100 Stearate, Glyceryl Stearate, Squalane, Hydrogenated Polyisobutene, Phenoxyethanol, Sorbitan Oleate, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Beeswax, Tocopherol, Disodium Edta, Stearic Acid, Myristyl Alcohol, Sweet Almond Oil, Apricot Kernel Oil, Avocado Oil.",1,1,1,1,1,High
1356,Sun protect,CLINIQUE,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,26,4.2,"Octinoxate 7.50% , Octisalate 2.00% , Titanium Dioxide 7.30% , Zinc Oxide 9.60%Water , Trioctyldodecyl Citrate , Butylene Glycol , Dimethicone , Octyldodecyl Neopentanoate , Steareth-2 , Silica , Rosa Roxburghii Fruit Extract , Citrus Unshiu Peel Extract , Porphyra Yezoensis (Algae) Extract , Glycyrrhiza Glabra (Licorice) Root Extract , Saccharomyces Lysate Extract , Cucumis Sativus (Cucumber) Fruit Extract , Betula Alba (Birch) Bark Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Rosmarinus Officinalis (Rosemary) Leaf Extract , Helianthus Annuus (Sunflower) Seedcake , Gentiana Lutea (Gentian) Root Extract , Yeast Extract/Faex/Extrait De Levure , Sodium Rna , Magnesium Ascorbyl Phosphate , Dipotassium Glycyrrhizate , Tocopheryl Acetate , Pantethine , Squalane , Polyglyceryl-6 Polyricinoleate , Propylene Glycol Dicaprate , Chamomilla Recutita (Matricaria) , Hexylene Glycol , Peg/Ppg-18/18 Dimethicone , Caprylyl Glycol , Barium Sulfate , Polyethylene , Magnesium Aluminum Silicate , Lecithin , Ceteth-2 , Peg-40 Stearate , Sodium Stearate , Steareth-20 , Sorbitan Tristearate , Isopropyl Titanium Triisostearate , Xanthan Gum , Stearic Acid , Aluminum Hydroxide , Citric Acid , Disodium Edta , Bht , Phenoxyethanol , Mica , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
1360,Sun protect,KIEHL'S SINCE 1851,Super Multi-Corrective Cream Sunscreen Broad Spectrum SPF 30,84,3.5,"Water, Glycerin, Dimethicone, Glyceryl Stearate, Hydroxypropyl Tetrahydropyrantriol, Silica, Peg-100 Stearate, Propylene Glycol, Euphorbia Cerifera (Candelilla) Wax, Phenoxyethanol, Ammonium Polyacryloyldimethyl Taurate, Stearic Acid, Dicaprylyl Carbonate, Cetyl Alcohol, Palmitic Acid, Capryloyl Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, Disodium EDTA, Tocopherol, Sodium Hyaluronate, Adenosine, Linalool, Sodium Hydroxide, Jasminum Officinale (Jasmine) Flower Extract, Citronellol, Geraniol, Citral, Benzyl Alcohol, Citric Acid.",1,1,1,1,1,High
1384,Sun protect,TARTE,Tarteguard 30 Vegan Sunscreen Lotion Broad Spectrum SPF 30,32,3.7,"Water, Butyloctyl Salicylate, Coco-Caprylate/Caprate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Diheptyl Succinate, Polyglyceryl-6 Distearate, Propanediol, Jojoba Esters, Glycerin, Pyrus Malus (Apple) Fruit Extract, Polysorbate 20, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Potassium Cetyl Phosphate, Phenoxyethanol, Alumina, Diethylhexyl Syringylidenemalonate, Xanthan Gum, Tocopherols, Glycine Soja (Soybean) Oil, Capryloyl Glycerin/Sebacic Acid Copolymer, Citric Acid, Triethoxycaprylylsilane, Lonicera Caprifolium (Honeysuckle) Flower Extract, Trisodium Ethylenediamine Disuccinate, Chlorphenesin, Fragrance/Parfum, Stearic Acid, Ethylhexylglycerin, Passiflora Edulis Seed Oil, Lonicera Japonica (Honeysuckle) Flower Extract, Algae Extract, Pseudoalteromonas Exopolysaccharides, Sodium Hyaluronate, Sodium Salicylate, Propylene Glycol, Sodium Dehydroacetate.",1,1,1,1,1,High
1391,Sun protect,MURAD,Resurgence® Age–Balancing Moisture Broad Spectrum SPF 30,72,4.3,"Water, C12-15 Alkyl Benzoate, Glycerin, Tapioca Starch, Hydrogenated Vegetable Glycerides, Butyrospermum Parkii (Shea Butter), Caprylyl Methicone, Cetearly Alcohol, Dicaprylyl Carbonate, Helianthus Annus (Sunflower) Seed Oil, Diethylhexyl 2, 6-Naphthalate, Ethoxydiglycol, Phenyl Trimethicone, Sodium Polyacrylate, Butylene Glycol, Vitis Vinifera (Grape) Seed Oil, Jojoba Alcohol, Potassium Jojobate, Panthenol, Arginine, Allantoin, Bisabolol, Dioscorea Villosa (Wild Yam) Root Extract, Disodium EDTA, Octdecyl Di-t-butyl-4 Hydroxyhydrocinnamate, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Benzoic Acid, Dehydroacetic Acid, Disodium Adenosine Triphosphate, Dipotassium Glycyrrhizate, Polymethylsilsequioxane, Selaginella Lepidophylla Extract, Trifolium Pratense (Clover) Flower Extract, Propylene Glycol, Betaine, Inositol, Taurine, Trehalose, Urea, Yeast Amnio Acids, Proline, Glycine, Sorbitol, Carica Papaya Fruit Extract, Algin, Sodium Hyaluronate, Hydrolyzed Soy Protein, Copper Tripeptide-1, Iris Florentina Root Extract, Phenoxyethanol, Fragrance, Limonene, Linalool.",0,0,0,0,0,High
1408,Sun protect,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,50,4.4,"Octinoxate 7.5% , Octisalate 3.5% , Titanium Dioxide 1.7%Water , Neopentyl Glycol Diheptanoate , Simmondsia Chinensis (Jojoba) Butter , Glycerin , Petrolatum , Octyldodecyl Neopentanoate , Di-C12-15 Alkyl Fumarate , Dimethicone , Hydrogenated Lecithin , Butylene Glycol , Hydrogenated Polyisobutene , Pentaerythrityl Tetraethylhexanoate , Hexyldecyl Stearate , Polyethylene , Pentylene Glycol , Potato Starch Modified , Citrus Reticulata (Tangerine) Peel Extract , Saccharomyces Lysate Extract , Polygonum Cuspidatum Root Extract , Algae Extract , Coffea Robusta Seed Extract , Astrocaryum Murumuru Seed Butter , Padina Pavonica Thallus Extract , Betula Alba (Birch) Bark Extract , Creatine , Adenosine Phosphate , Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein , Linoleic Acid , Hydrolyzed Rice Extract , Hydroxyproline , Triticum Vulgare (Wheat) Germ Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Coleus Barbatus Extract , Acetyl Hexapeptide-8 , Sodium Dna , Caffeine , Cholesterol , Ethylhexyl Stearate , Sorbitol , Ethylhexyl Palmitate , Decarboxy Carnosine Hcl , Phytosphingosine , Propylene Glycol Dicaprate , Tocopheryl Acetate , Peg-100 Stearate , Disodium Nadh , Caprylyl Glycol , Acrylates Copolymer , C12-16 Alcohols , Polysilicone-11 , Squalane , Palmitic Acid , Trehalose , Glyceryl Stearate , Sodium Rna , Dipalmitoyl Hydroxyproline , Proline , Citric Acid , Potassium Sorbate , Aminopropyl Ascorbyl Phosphate , Behenyl Alcohol , Methicone , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Hexylene Glycol , Xanthan Gum , Sodium Hydroxide , Sodium Hyaluronate , Aluminum Hydroxide , Potassium Sulfate , Glycine , Lecithin , Carbomer , Disodium Edta , Phenoxyethanol",0,0,0,0,0,High
1421,Sun protect,CLINIQUE,City Block Sheer Oil-Free Daily Face Protector SPF 25,26,4.1,"Titanium Dioxide 7.30% , Zinc Oxide 6.90%Water , Trioctyldodecyl Citrate , Butylene Glycol , Cyclopentasiloxane , Dimethicone , C12-15 Alkyl Benzoate , Steareth-2 , Stearyl Heptanoate , Silica , Lecithin , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Gentiana Lutea (Gentian) Root Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Betula Alba (Birch) Bark Extract , Cucumis Sativus (Cucumber) Fruit Extract , Laminaria Saccharina Extract , Saccharomyces Lysate Extract , Helianthus Annuus (Sunflower) Seedcake , Sodium Hyaluronate , Sorbitan Tristearate , Linoleic Acid , Polyquaternium-51 , Caprylyl Methicone , Sorbitol , Sodium Rna , Peg-40 Stearate , Caprylyl Glycol , Tocopheryl Acetate , Phytantriol , Stearic Acid , Hydrogenated Lecithin , Cellulose , Magnesium Ascorbyl Phosphate , Stearyl Dimethicone , Ascorbyl Tocopheryl Maleate , Nordihydroguaiaretic Acid , Linolenic Acid , Pantethine , Bisabolol , Ceteth-2 , Peg/Ppg-18/18 Dimethicone , Polyglyceryl-6 Polyricinoleate , Steareth-20 , Isopropyl Titanium Triisostearate , Propylene Glycol Dicaprate , Sodium Stearate , Nylon-12 , Citric Acid , Aluminum Hydroxide , Nylon-6 , Hexylene Glycol , Xanthan Gum , Disodium Edta , Bht , Phenoxyethanol , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,0,0,0,High
1427,Sun protect,ESTÉE LAUDER,DayWear BB Anti-Oxidant Beauty Benefit Crème SPF 35,42,3.7,"Daywear Bb Cream Spf35+++ Division: El (Estee Lauder)Active Ingredients: Octinoxate 7.50%, Octisalate 4.00%, Oxybenzone 2.50%, Titanium Dioxide 1.10%Ingredients: Water, Dimethicone, Butylene Glycol, Pentylene Glycol, Phenyl Trimethicone, Glyceryl Stearate, Behenyl Alcohol, Trioctyldodecyl Citrate, Polymethylsilsesquioxane, Octyldodecyl Stearoyl Stearate, Peg-40 Stearate, Polyglyceryl-10 Pentastearate, Gentiana Lutea (Gentian) Root Extract, Polygonum Cuspidatum Root Extract, Thermus Thermophillus Ferment, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Fumaria Officinalis Flower/Leaf/Stem Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Hydrolyzed Rice Bran Extract, Laminaria Saccharina Extract, Hydrolyzed Rice Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Artemia Extract, Vitis Vinifera (Grape) Seed Extract, Triticum Vulgare (Wheat) Germ Extract, Cholesterol, Caffeine, Propylene Glycol Stearate, Octyldodecyl Neopentanoate, Polyglyceryl-6 Polyricinoleate, Tocopheryl Acetate, Sucrose, Glycerin, Sodium Stearoyl Lactylate, Linoleic Acid, Lecithin, Squalane, Sodium Pca, Urea, Isopropyl Titanium Triisostearate, Ergothioneine, Sodium Dehydroacetate, Tetrahexyldecyl Ascorbate, Polysorbate 20, Sorbitan Laurate, Sodium Hyaluronate, Citric Acid, Propylene Glycol Laurate, Glycyrrhetinic Acid, Trehalose, Polyquaternium-51, Hydrogenated Lecithin, Fumaric Acid, Alumina, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Cyclodextrin, Nordihydroguaiaretic Acid, Ascorbyl Tocopheryl Maleate, Xanthan Gum, Stearic Acid, Silica, Fragrance, Ethylbisiminomethylguaiacol Manganese Chloride, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disodium Edta, Phenoxyethanol, Chlorphenesin, [+/- Titanium Dioxide (Ci 77891), Zinc Oxide (Ci 77947), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140), Chromium Oxide Greens (Ci 77288), Mica, Ferric Ferrocyanide (Ci 77510), Chromium Hydroxide Green (Ci 77289), Carmine (Ci 75470), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090)] Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,0,0,High
1440,Sun protect,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Combination Oily to Oily Skin,50,3.7,"Octinoxate 7.5% , Titanium Dioxide 1.5%Water , Cetyl Ethylhexanoate , Butylene Glycol , Octyldodecyl Neopentanoate , Peg-100 Stearate , Glyceryl Stearate , Glycerin , Hydrogenated Lecithin , Polyethylene , Pentylene Glycol , Silica , Citrus Reticulata (Tangerine) Peel Extract , Saccharomyces Lysate Extract , Polygonum Cuspidatum Root Extract , Algae Extract , Triticum Vulgare (Wheat) Bran Extract , Coffea Robusta Seed Extract , Astrocaryum Murumuru Seed Butter , Padina Pavonica Thallus Extract , Betula Alba (Birch) Bark Extract , Creatine , Adenosine Phosphate , Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein , Linoleic Acid , Hydrolyzed Rice Extract , Hydroxyproline , Olea Europaea (Olive) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Coleus Barbatus Extract , Acetyl Hexapeptide-8 , Sodium Dna , Caffeine , Cholesterol , Ethylhexyl Stearate , Sorbitol , Ethylhexyl Palmitate , Decarboxy Carnosine Hcl , Phytosphingosine , Propylene Glycol Dicaprate , Disodium Nadh , Caprylyl Glycol , Acrylates Copolymer , Trehalose , Sodium Rna , Cetyl Alcohol , Dipalmitoyl Hydroxyproline , Proline , Aminopropyl Ascorbyl Phosphate , Behenyl Alcohol , Methicone , Hexylene Glycol , Xanthan Gum , Sodium Hyaluronate , Potassium Hydroxide , Potassium Sulfate , Glycine , Potassium Sorbate , Aluminum Hydroxide , Lecithin , Carbomer , Disodium Edta , Phenoxyethanol",0,0,0,0,0,High
